name,city,state,zip,address,regulator,type,website,rssd
The First National Bank of Elk River,Elk River,MN,55330,812 Main Street,fdic,bank,,970055
The First National Bank of Elmer,Elmer,NJ,8318,10 South Main Street,fdic,bank,,609010
The First National Bank of Ely,Ely,NV,89301,595 Aultman Street,fdic,bank,,450669
The First National Bank of Evant,Evant,TX,76525,115 N Memory Drive,fdic,bank,www.fnbevant.com,379153
The First National Bank of Fairfax,Fairfax,MN,55332,16 S.E. First Ave,fdic,bank,,938354
The First National Bank of Fleming,Fleming,CO,80728,201 N Logan Ave,fdic,bank,,306056
The First National Bank of Fletcher,Fletcher,OK,73541,401 West Cole Street,fdic,bank,,185251
The First National Bank of Floydada,Floydada,TX,79235,124 South Main Street,fdic,bank,,393252
The First National Bank of Fort Smith,Fort Smith,AR,72901,602 Garrison Avenue,fdic,bank,http://www.fnbfs.com,397540
The First National Bank of Frederick,Frederick,SD,57441,314 Main Street,fdic,bank,,288152
The First National Bank of Germantown,Germantown,OH,45327,17 North Main Street,fdic,bank,,505916
The First National Bank of Gilbert,Gilbert,MN,55741,2 North Broadway,fdic,bank,,975452
The First National Bank of Gilmer,Gilmer,TX,75644,206 Us Highway 271 N,fdic,bank,,445955
The First National Bank of Gordon,Gordon,NE,69343,134 North Main Street,fdic,bank,,3252
The First National Bank of Granbury,Granbury,TX,76048,101 East Bridge,fdic,bank,www.fnbgranbury.com,329952
The First National Bank of Grayson,Grayson,KY,41143,200 S. Carol Malone Blvd.,fdic,bank,,610913
The First National Bank of Groton,Groton,NY,13073,159-163 Main Street,fdic,bank,,917500
The First National Bank of Hartford,Hartford,WI,53027,116 West Sumner Street,fdic,bank,www.fnb-hartford.com,742944
The First National Bank of Hartford,Hartford,AL,36344,101 Third Avenue South,fdic,bank,,112332
The First National Bank of Harveyville,Harveyville,KS,66431,197 Main Street,fdic,bank,,931458
The First National Bank of Hebbronville,Hebbronville,TX,78361,305 North Smith Street,fdic,bank,,173959
The First National Bank of Henning,Ottertail,MN,56571,106 Mn Highway 78 N,fdic,bank,www.fnbhenning.com,23456
The First National Bank of Hooker,Hooker,OK,73945,119 North Broadway,fdic,bank,,816256
The First National Bank of Hope,Hope,KS,67451,112 North Main Street,fdic,bank,,870856
The First National Bank of Hughes Springs,Hughes Springs,TX,75656,505 East First Street,fdic,bank,www.fnbhs.com,849357
The First National Bank of Hugo,Hugo,CO,80821,321 4th Street,fdic,bank,http://www.fnbhugo.com,276551
The First National Bank of Hutchinson,Hutchinson,KS,67501,1 North Main Street,fdic,bank,,754853
The First National Bank of Izard County,Calico Rock,AR,72519,2005 Highway 56,fdic,bank,http://www.fnbizardcounty.com,379649
The First National Bank of Jackson,Jackson,KY,41339,1126 Main Street,fdic,bank,,620015
The First National Bank of Jeanerette,Jeanerette,LA,70544,1331 East Main Street,fdic,bank,,622037
The First National Bank of Johnson,Johnson,NE,68378,125 Main Street,fdic,bank,,563457
The First National Bank of Kemp,Kemp,TX,75143,100 South State Highway 274,fdic,bank,,608451
The First National Bank of Lacon,Lacon,IL,61540,111 South Broad Street,fdic,bank,,824738
The First National Bank of Las Animas,Las Animas,CO,81054,535 Bent Avenue,fdic,bank,http://www.fnblasanimas.com,513256
The First National Bank of Lawrence County at Walnut Ridge,Walnut Ridge,AR,72476,202 West Main Street,fdic,bank,,799948
The First National Bank of Le Center,Le Center,MN,56057,10 West Minnesota Street,fdic,bank,http://www.fnblecenter.com,986551
The First National Bank of Lindsay,Lindsay,OK,73052,101 South Main Street,fdic,bank,,296858
The First National Bank of Lipan,Lipan,TX,76462,101 East Lipan Drive,fdic,bank,,811457
The First National Bank of Litchfield,Litchfield,IL,62056,324 North State Street,fdic,bank,,370347
The First National Bank of Livingston,Livingston,TX,77351,2121 Highway 190 West,fdic,bank,www.fnblivingston.com,630658
The First National Bank of Long Island,Glen Head,NY,11545,10 Glen Head Road,fdic,bank,http://www.fnbli.com,837000
The First National Bank of Louisburg,Louisburg,KS,66053,1201 West Amity Street,fdic,bank,,132451
The First National Bank of Manchester,Manchester,TN,37355,100 West High Street,fdic,bank,,290230
The First National Bank of Manchester,Manchester,KY,40962,120 Town Branch Road,fdic,bank,,719610
The First National Bank of Manning,Manning,IA,51455,401 Main Street,fdic,bank,http://www.fnbmanning.com,818540
The First National Bank of McConnelsville,Mcconnelsville,OH,43756,86 North Kennebec Avenue,fdic,bank,www.first-national.com,44929
The First National Bank of McGregor,Mc Gregor,TX,76657,401 South Main Street,fdic,bank,,895055
The First National Bank of McHenry,Mchenry,IL,60050,3814 West Elm Street,fdic,bank,,231336
The First National Bank of McIntosh,Mcintosh,MN,56556,260 Cleveland Ave. Sw,fdic,bank,,988256
The First National Bank of Mertzon,Mertzon,TX,76941,Main And Broadway,fdic,bank,www.fnbmertzon.com,500256
The First National Bank of Middle Tennessee,Mcminnville,TN,37110,200 East Main Street,fdic,bank,,87234
The First National Bank of Milaca,Milaca,MN,56353,190 Second Avenue S.W.,fdic,bank,,924357
The First National Bank of Monterey,Monterey,IN,46960,6222 E. Main Street,fdic,bank,,44040
The First National Bank of Moody,Moody,TX,76557,101 7th St,fdic,bank,,108269
The First National Bank of Moose Lake,Moose Lake,MN,55767,400 Elm Avenue,fdic,bank,,706058
The First National Bank of Mount Dora,Mount Dora,FL,32757,714 N Donnelly Street,fdic,bank,,61832
"The First National Bank of Nevada, Missouri",Nevada,MO,64772,100 W. Walnut St,fdic,bank,,827355
The First National Bank of Northfield,Northfield,MN,55057,329 Division Street,fdic,bank,,782351
The First National Bank of Okawville,Okawville,IL,62271,203 East Walnut Street,fdic,bank,http://www.fnbokaw.com,333940
The First National Bank of Oneida,Oneida,TN,37841,18418 Alberta Street,fdic,bank,,966731
The First National Bank of Orwell,Orwell,VT,5760,441 Main Street,fdic,bank,,177500
The First National Bank of Osakis,Osakis,MN,56360,211-213 Central Avenue,fdic,bank,,726458
The First National Bank of Ottawa,Ottawa,IL,61350,701 La Salle Street,fdic,bank,,856243
The First National Bank of Paducah,Paducah,TX,79248,Tenth And Bacus Streets,fdic,bank,,1.014965e+06
The First National Bank of Pandora,Pandora,OH,45877,102 East Main Street,fdic,bank,,571920
The First National Bank of Pawnee,Pawnee,OK,74058,601 Harrison Street,fdic,bank,fnbpawnee.com,639651
The First National Bank of Peterstown,Peterstown,WV,24963,380 Market Street,fdic,bank,,719030
The First National Bank of Primghar,Primghar,IA,51245,108 South Hayes Avenue,fdic,bank,http://www.fnbprimghar.com,343248
The First National Bank of Proctor,Proctor,MN,55810,211 2nd Street,fdic,bank,,731957
The First National Bank of Quitaque,Quitaque,TX,79255,Main And First Streets,fdic,bank,,644963
The First National Bank of Raymond,Raymond,IL,62560,403 East Broad Street,fdic,bank,www.fnbraymond.com,421445
The First National Bank of River Falls,River Falls,WI,54022,104 East Locust Street,fdic,bank,,956255
The First National Bank of Russell Springs,Russell Springs,KY,42642,Highways 127 And 80,fdic,bank,,173641
The First National Bank of Sandoval,Sandoval,IL,62882,302 North Main Street,fdic,bank,,122546
The First National Bank of Scott City,Scott City,KS,67871,501 Main Street,fdic,bank,,414652
The First National Bank of Sedan,Sedan,KS,67361,101 West Main Street,fdic,bank,,195157
The First National Bank of Shiner,Shiner,TX,77984,103 West 7th Street,fdic,bank,http://www.fnbshiner.com,342362
The First National Bank of Sonora,Sonora,TX,76950,102 East Main Street,fdic,bank,www.sonorabank.com,591366
The First National Bank of South Miami,South Miami,FL,33143,5750 Sunset Drive,fdic,bank,,794336
The First National Bank of Sparta,Sparta,IL,62286,Broadway And Market Streets,fdic,bank,www.fnbsparta.com,246947
The First National Bank of Spearville,Spearville,KS,67876,401 North Main St,fdic,bank,http://www.fnbspearville.com,197254
The First National Bank of St. Ignace,St. Ignace,MI,49781,132 North State Street,fdic,bank,,381950
The First National Bank of Stanton,Stanton,TX,79782,119 North St. Peter,fdic,bank,,458665
The First National Bank of Sterling City,Sterling City,TX,76951,602 4th St,fdic,bank,,411062
The First National Bank of Stigler,Stigler,OK,74462,300 East Main Street,fdic,bank,www.fnbstigler.com,319458
The First National Bank of Sycamore,Sycamore,OH,44882,141 S Sycamore Ave,fdic,bank,www.fnbsycamore.com,553926
The First National Bank of Syracuse,Syracuse,KS,67878,111 South Main Street,fdic,bank,,543459
The First National Bank of Tahoka,Tahoka,TX,79373,1601 South 1st Street,fdic,bank,,467265
The First National Bank of Tom Bean,Tom Bean,TX,75489,109 S Britton St,fdic,bank,,193162
The First National Bank of Trinity,Trinity,TX,75862,105 South Robb Street,fdic,bank,,479567
The First National Bank of Wakefield,Wakefield,MI,49968,401 Sunday Lake Street,fdic,bank,,292850
The First National Bank of Waseca,Waseca,MN,56093,101 North State Street,fdic,bank,,837354
The First National Bank of Waverly,Waverly,OH,45690,107 North Market,fdic,bank,,263627
The First National Bank of Waynesboro,Waynesboro,GA,30830,626 Liberty Street,fdic,bank,www.fnbwaynesboro.com,31134
The First National Bank of Williamson,Williamson,WV,25661,68 E. 2nd Avenue,fdic,bank,www.yourfnbonline.com,917630
The First National Bank of Winnsboro,Winnsboro,TX,75494,315 North Main Street,fdic,bank,,501767
The First National Bank of Wynne,Wynne,AR,72396,528 East Merriman Avenue,fdic,bank,,988845
The First Security Bank,Overbrook,KS,66524,312 Maple Street,fdic,bank,http://www.firstsecurityks.com,460350
The First Security Bank,Beaver,OK,73932,15 South Douglas Avenue,fdic,bank,,49951
The First State Bank,Rice,TX,75155,100 North Mckinney Street,fdic,bank,,736662
The First State Bank,Norton,KS,67654,105 West Main Street,fdic,bank,www.firstatebank.com,394259
The First State Bank,Barboursville,WV,25504,660 Central Avenue,fdic,bank,,627425
The First State Bank,Columbus,TX,78934,420 Walnut Street,fdic,bank,,801654
The First State Bank,Ness City,KS,67560,206 N. Pennsylvania Ave.,fdic,bank,,275657
The First State Bank,Louise,TX,77455,206 North St.,fdic,bank,www.fsblouise.com,888552
The First State Bank,Boise City,OK,73933,20 Sw Square,fdic,bank,,141350
The First State Bank,Abernathy,TX,79311,402 Ninth,fdic,bank,,305059
The First State Bank,Oklahoma City,OK,73112,3030 Nw Expressway Suite 1,fdic,bank,,997052
The First State Bank & Trust Co. of Larned,Larned,KS,67550,116 West Sixth Street,fdic,bank,,9955
The First State Bank of Dongola,Dongola,IL,62926,108 Se Front St,fdic,bank,,630041
The First State Bank of Healy,Healy,KS,67850,Jayhawk Plaza On K-4,fdic,bank,,864855
The First State Bank of Malta,Malta,MT,59538,1 South 1st Street East,fdic,bank,www.fsbmalta.com,615253
"The First State Bank of Pond Creek, Oklahoma",Pond Creek,OK,73766,Second And Broadway Streets,fdic,bank,http://www.fsbpondcreek.com,644057
The First State Bank of Ransom,Ransom,KS,67572,306 S Vermont Ave,fdic,bank,fsbransom.com,471057
The First State Bank of Red Wing,Red Wing,MN,55066,3209 South Service Drive,fdic,bank,,818559
The First State Bank of Rosemount,Rosemount,MN,55068,3025 145th Street West,fdic,bank,,760957
The First State Bank of Shelby,Shelby,MT,59474,320 Main Street,fdic,bank,,686758
"The First Trust and Savings Bank of Watseka, Illinois",Watseka,IL,60970,120 East Walnut Street,fdic,bank,http://www.ftsbank.com,193649
"The First, A National Banking Association",Hattiesburg,MS,39402,6480 Us-98 West,fdic,bank,www.thefirstbank.com,2.385514e+06
The Fisher National Bank,Fisher,IL,61843,102 East Division Street,fdic,bank,www.fishernational.com,739832
The FNB Community Bank,Vandalia,IL,62471,432 West Gallatin Street,fdic,bank,,137447
The Fort Jennings State Bank,Fort Jennings,OH,45844,120 North Water St.,fdic,bank,,830113
The Fountain Trust Company,Covington,IN,47932,615 3rd St,fdic,bank,,145844
The Four County Bank,Allentown,GA,31003,959 Main Street,fdic,bank,,7634
The Fowler State Bank,Fowler,KS,67844,401 Main Street,fdic,bank,,843953
The Freedom Bank of Virginia,Fairfax,VA,22030,10555 Main Street,fdic,bank,http://freedom.bank,3.019982e+06
The Friendship State Bank,Friendship,IN,47021,5908 E Main Street,fdic,bank,,427241
The Garrett State Bank,Garrett,IN,46738,120 West King Street,fdic,bank,,465243
The Gary State Bank,Gary,MN,56545,112 Main Ave,fdic,bank,,999355
The Genoa Banking Company,Genoa,OH,43430,801 Main Street,fdic,bank,,504311
The Geo. D. Warthen Bank,Sandersville,GA,31082,216 North Harris Street,fdic,bank,,305237
The Gerber State Bank,Argenta,IL,62501,110 East Elm Street,fdic,bank,,663638
The Gifford State Bank,Gifford,IL,61847,304 South Main Street,fdic,bank,,557438
The Glen Burnie Mutual Savings Bank,Glen Burnie,MD,21061,"1 Crain Highway, S",fdic,bank,,508270
The Goose River Bank,Mayville,ND,58257,44 Main Street West,fdic,bank,www.gooseriverbank.com,821157
The Gorham State Bank,Gorham,KS,67640,129 Market Street,fdic,bank,,745150
The Granger National Bank,Granger,TX,76530,201 West Davilla,fdic,bank,,272151
The Grant County Bank,Petersburg,WV,26847,3 North Main Street,fdic,bank,,718538
The Granville National Bank,Granville,IL,61326,328 South Mccoy Street,fdic,bank,,560830
The Gratz Bank,Gratz,PA,17030,32 West Market Street,fdic,bank,www.gratzbank.com,557317
The Greenwood's State Bank,Lake Mills,WI,53551,365 West Tyranena Park Road,fdic,bank,,576644
The Guilford Savings Bank,Guilford,CT,6437,One Park Street,fdic,bank,,831008
The Gunnison Bank and Trust Company,Gunnison,CO,81230,232 West Tomichi Avenue,fdic,bank,,502559
The Halstead Bank,Halstead,KS,67056,314 Main Street,fdic,bank,,747257
The Hamilton Bank,Hamilton,MO,64644,111 North Davis Street,fdic,bank,,723550
The Hamler State Bank,Hamler,OH,43524,210 Randolph Street,fdic,bank,,887827
The Harbor Bank of Maryland,Baltimore,MD,21201,25 West Fayette Street,fdic,bank,,533124
The Hardin County Bank,Savannah,TN,38372,235 Wayne Road,fdic,bank,www.hardincountybank.com,526854
The Harrison Building and Loan Association,Harrison,OH,45030,10490 New Haven Road,fdic,bank,www.bankhbl.com,653778
The Harrison County Bank,Lost Creek,WV,26385,Main Street,fdic,bank,,104234
The Harvard State Bank,Harvard,IL,60033,33-35 North Ayer Street,fdic,bank,,800134
The Havana National Bank,Havana,IL,62644,112 South Orange Street,fdic,bank,,940731
The Haverford Trust Company,Radnor,PA,19087,"3 Radnor Corp Ctr, # 450",fdic,bank,http://www.haverfordquality.com,17110
The Haviland State Bank,Haviland,KS,67059,209 North Main Street,fdic,bank,,861153
The Henry County Bank,Napoleon,OH,43545,122 East Washington Street,fdic,bank,,896427
The Heritage Bank,Hinesville,GA,31313,300 South Main Street,fdic,bank,,507330
The Hershey State Bank,Hershey,NE,69143,100 S. Lincoln Ave,fdic,bank,,96553
The Hicksville Bank,Hicksville,OH,43526,144-146 East High Street,fdic,bank,,892223
The Hill-Dodge Banking Company,Warsaw,IL,62379,210 N 6th St,fdic,bank,,419947
The Hocking Valley Bank,Athens,OH,45701,Stimson And Palmer Streets,fdic,bank,,230610
THE HOME LOAN SAVINGS BANK,Coshocton,OH,43812,413 Main Street,fdic,bank,,468673
The Home National Bank of Thorntown,Thorntown,IN,46071,117 East Main Street,fdic,bank,http://www.thehomenationalbank.com,696645
"The Home Savings and Loan Company of Kenton, Ohio",Kenton,OH,43326,116 East Franklin Street,fdic,bank,,296474
The Home Trust & Savings Bank,Osage,IA,50461,628 Main Street,fdic,bank,,60545
The Hometown Bank of Alabama,Oneonta,AL,35121,"2002 2nd Avenue, East",fdic,bank,,3.217331e+06
The Hondo National Bank,Hondo,TX,78861,1112 Eighteenth Street,fdic,bank,,77253
The Honesdale National Bank,Honesdale,PA,18431,733 Main Street,fdic,bank,,465618
The Hopeton State Bank,Hopeton,OK,73746,U.S. Highway 281,fdic,bank,hopetonbank.com,877958
"The Howard State Bank, Howard, Kansas",Howard,KS,67349,100 South Wabash Street,fdic,bank,,998358
The Huntington National Bank,Columbus,OH,43216,17 South High Street,fdic,bank,www.Huntington.com,12311
The Idabel National Bank,Idabel,OK,74745,1201 Southeast Washington,fdic,bank,,237954
The International Bank of Amherst,Amherst,WI,54406,103 South Main Street,fdic,bank,www.ibamherst.com,504647
The Iuka State Bank,Salem,IL,62881,205 West Main,fdic,bank,,233442
The Jacksboro National Bank,Jacksboro,TX,76458,910 N Main Street,fdic,bank,,924058
The James Polk Stone Community Bank,Portales,NM,88130,109 East Second Street,fdic,bank,,785857
The Jefferson Bank,Greenville,MS,38703,3008 East Reed Road,fdic,bank,,703039
The Juniata Valley Bank,Mifflintown,PA,17059,1 S Main St,fdic,bank,,215710
The Kansas State Bank,Ottawa,KS,66067,236 North Main Street,fdic,bank,http://www.MyKansasStateBank.com,287959
The Kansas State Bank Overbrook Kansas,Overbrook,KS,66524,400 Maple Street,fdic,bank,,582654
The Karnes County National Bank of Karnes City,Karnes City,TX,78118,311 East Calvert Street,fdic,bank,,979759
The Kearny County Bank,Lakin,KS,67860,221 North Main Street,fdic,bank,,5751
The Killbuck Savings Bank Company,Killbuck,OH,44637,165 North Main Street,fdic,bank,,1.017425e+06
The Lake Bank,Two Harbors,MN,55616,613 First Avenue,fdic,bank,,834755
The Lamesa National Bank,Lamesa,TX,79331,602 S 1st Street,fdic,bank,,623052
The Lauderdale County Bank,Halls,TN,38040,305 South Church Street,fdic,bank,,82350
The Leaders Bank,Oak Brook,IL,60523,2001 York Road,fdic,bank,,2.855978e+06
The Lemont National Bank,Lemont,IL,60439,1201 State Street,fdic,bank,www.lemontnationalbank.com,480330
The Liberty National Bank in Paris,Paris,TX,75460,305 Lamar Avenue,fdic,bank,,1669
"The Liberty Savings Association, FSA",Fort Scott,KS,66701,24 S Judson,fdic,bank,,987576
The Libertyville Savings Bank,Fairfield,IA,52556,2000 West Jefferson,fdic,bank,,857745
The Lincoln National Bank of Hodgenville,Hodgenville,KY,42748,Main Street,fdic,bank,,553944
The Litchfield National Bank,Litchfield,IL,62056,316 North State Street,fdic,bank,,372444
The Lorraine State Bank,Lorraine,KS,67459,233 Main St,fdic,bank,,125958
The Lowell Five Cent Savings Bank,Lowell,MA,1852,34 John Street,fdic,bank,,923707
The Luzerne Bank,Luzerne,PA,18709,118 Main Street,fdic,bank,www.luzernebank.com,501815
The Lyndon State Bank,Lyndon,KS,66451,817 Topeka Avenue,fdic,bank,,136655
The Lyon County State Bank,Emporia,KS,66801,902 Merchant Street,fdic,bank,,796657
The Lyons National Bank,Lyons,NY,14489,35 Williams Street,fdic,bank,,323204
The Lyons State Bank,Lyons,KS,67554,101 East Main Street,fdic,bank,,142656
"The Lytle State Bank of Lytle, Texas",Lytle,TX,78052,14631 S. Fm 2790 W.,fdic,bank,,830252
The Malvern National Bank,Malvern,AR,72104,501 S. Main Street,fdic,bank,,906241
The Marblehead Bank,Marblehead,OH,43440,709 West Main Street,fdic,bank,www.marbleheadbank.com,513920
The Maries County Bank,Vienna,MO,65582,218 Fourth Street,fdic,bank,,441359
The Marion National Bank,Marion,KS,66861,302 East Main Street,fdic,bank,,167752
The MassMutual Trust Company,Enfield,CT,6082,100 Bright Meadow Blvd M327,fdic,bank,,2.881445e+06
The Mer Rouge State Bank,Mer Rouge,LA,71261,102 Davenport Avenue,fdic,bank,,741956
"The Mercantile Bank of Louisiana, Missouri",Louisiana,MO,63353,222 Georgia Street,fdic,bank,,867258
The Merchants & Citizens Bank,Mcrae,GA,31055,6 College Street,fdic,bank,,784430
The Merchants & Planters Bank,Clarendon,AR,72029,297 Madison Street,fdic,bank,,691042
The Merchants and Farmers Bank of Salisbury,Salisbury,MO,65281,507 N Weber Ave,fdic,bank,,963954
The Merchants National Bank,Hillsboro,OH,45133,100 North High Street,fdic,bank,,701222
The Metamora State Bank,Metamora,OH,43540,120 East Main Street,fdic,bank,,533227
The Middlefield Banking Company,Middlefield,OH,44062,15985 East High Street,fdic,bank,http://www.middlefieldbank.com,177920
The Midland National Bank of Newton,Newton,KS,67114,527 N Main Street,fdic,bank,,576653
The Milford Bank,Milford,CT,6460,33 Broad Street,fdic,bank,,258306
The Miners National Bank of Eveleth,Eveleth,MN,55734,401 Grant Avenue,fdic,bank,,43856
The Miners State Bank,Iron River,MI,49935,312 West Genesee Street,fdic,bank,http://www.msbir.com,255350
The MINT National Bank,Kingwood,TX,77339,1213 Kingwood Drive,fdic,bank,,3.821626e+06
The Missouri Bank,Warrenton,MO,63383,104 North Highway 47,fdic,bank,,309150
The Missouri Bank II,Sedalia,MO,65301,1601 South Limit,fdic,bank,,491251
The Monticello Banking Company,Monticello,KY,42633,50 North Main,fdic,bank,,266945
The Moody National Bank,Galveston,TX,77550,2302 Post Office,fdic,bank,http://www.moodybank.com,253356
The Morris County National Bank of Naples,Naples,TX,75568,101 Wl Doc Dodson East,fdic,bank,http://www.morriscountybank.com,770068
"The Morris Plan Company of Terre Haute, Inc.",Terre Haute,IN,47808,817 Wabash Avenue,fdic,bank,,1.826382e+06
The Mt. Victory State Bank,Mount Victory,OH,43340,103 S Main St,fdic,bank,,274025
The Muncy Bank and Trust Company,Muncy,PA,17756,2 N Main Street,fdic,bank,,141211
The Murray Bank,Murray,KY,42071,405 South 12th Street,fdic,bank,,2.819242e+06
The Napoleon State Bank,Napoleon,IN,47034,8912 N Ushwy 421,fdic,bank,,944047
The National Bank of Adams County of West Union,West Union,OH,45693,28 North Market,fdic,bank,,290922
The National Bank of Andrews,Andrews,TX,79714,1501 North Main Street,fdic,bank,,488653
The National Bank of Blacksburg,Blacksburg,VA,24060,100 South Main Street,fdic,bank,www.nbbank.com,754929
The National Bank of Coxsackie,Coxsackie,NY,12051,3-7 Reed Street,fdic,bank,www.nbcoxsackie.com,234506
The National Bank of Indianapolis,Indianapolis,IN,46204,107 N. Pennsylvania Street,fdic,bank,http://www.nbofi.com,2.132941e+06
The National Bank of Malvern,Malvern,PA,19355,King And Warren Streets,fdic,bank,,977616
The National Bank of Middlebury,Middlebury,VT,5753,30 Main Street,fdic,bank,nbmvt.com,173306
The National Bank of Texas at Fort Worth,Fort Worth,TX,76106,2535 N.E. 28th Street,fdic,bank,,406059
The National Capital Bank of Washington,Washington,DC,20003,"316 Pennsylvania Ave., S.E.",fdic,bank,,791821
The National Grand Bank of Marblehead,Marblehead,MA,1945,91 Pleasant Street,fdic,bank,,863607
The National Iron Bank,Salisbury,CT,6068,195 Main Street,fdic,bank,,1.008209e+06
The National Union Bank of Kinderhook,Kinderhook,NY,12106,1 Hudson Street,fdic,bank,,313401
The Neffs National Bank,Neffs,PA,18065,5629 Pennsylvania Route 873,fdic,bank,,144913
The New Washington State Bank,New Washington,IN,47162,402 E Main Street,fdic,bank,,305442
The Nicollet County Bank of Saint Peter,Saint Peter,MN,56082,220 South Third Street,fdic,bank,,768252
The Nodaway Valley Bank,Maryville,MO,64468,Third And Main Streets,fdic,bank,,770657
The North Country Savings Bank,Canton,NY,13617,127 Main Street,fdic,bank,,166111
The North Salem State Bank,North Salem,IN,46165,7 North Broadway Street,fdic,bank,,947749
The North Side Bank and Trust Company,Cincinnati,OH,45223,4125 Hamilton Avenue,fdic,bank,www.nsbt.net,615217
The Northern State Bank of Gonvick,Gonvick,MN,56644,283 Main Street,fdic,bank,,75455
The Northern Trust Company,Chicago,IL,60603,50 South Lasalle Street,fdic,bank,www.northerntrust.com,210434
The Northumberland National Bank,Northumberland,PA,17857,245 Front Street,fdic,bank,,70414
The Ohio Valley Bank Company,Gallipolis,OH,45631,420 Third Avenue,fdic,bank,www.ovbc.com,498317
The Old Exchange National Bank of Okawville,Okawville,IL,62271,Walnut & Nashville St.,fdic,bank,,411240
The Old Fort Banking Company,Old Fort,OH,44861,8034 Main Street,fdic,bank,,564324
The Old Point National Bank of Phoebus,Hampton,VA,23663,1 West Mellen Street,fdic,bank,http://www.oldpoint.com,186221
The Olpe State Bank,Olpe,KS,66865,202 Westphalia Street,fdic,bank,,396356
The Osgood State Bank,Osgood,OH,45351,275 West Main Street,fdic,bank,,313223
The Ottoville Bank Company,Ottoville,OH,45876,161 West Third Street,fdic,bank,,443625
The Ozona National Bank,Ozona,TX,76943,503 11th Street,fdic,bank,,780263
The Paducah Bank and Trust Company,Paducah,KY,42001,555 Jefferson Street,fdic,bank,www.paducahbank.com,285740
The Park Bank,Madison,WI,53713,2401 South Park Street,fdic,bank,,403946
The Park National Bank,Newark,OH,43055,50 North Third Street,fdic,bank,www.parknationalbank.com,489623
The Pataskala Banking Company,Pataskala,OH,43062,354 S. Main St.,fdic,bank,,389826
The Pauls Valley National Bank,Pauls Valley,OK,73075,101 West Paul Avenue,fdic,bank,www.pvnb.com,454658
The Payne County Bank,Perkins,OK,74059,202 South Main Street,fdic,bank,www.paynecountybank.com,455150
The Pecos County State Bank,Fort Stockton,TX,79735,500 North Main Street,fdic,bank,,396954
The Pennsville National Bank,Pennsville,NJ,8070,170 South Broadway,fdic,bank,www.pennsvillenb.com,828110
The Peoples Bank,Pratt,KS,67124,222 South Main Street,fdic,bank,,530655
The Peoples Bank,Chestertown,MD,21620,100 Spring Avenue,fdic,bank,,750127
The Peoples Bank,Magnolia,AR,71753,500 North Jackson,fdic,bank,,712648
The Peoples Bank,Taylorsville,KY,40071,23 West Main Street,fdic,bank,,76443
The Peoples Bank,Eatonton,GA,31024,209 South Jefferson Street,fdic,bank,,611031
The Peoples Bank,Sardis,TN,38371,34910 Hwy 104 S,fdic,bank,,591357
The Peoples Bank,Willacoochee,GA,31650,6 Fleetwood Ave E,fdic,bank,,575133
The Peoples Bank,Ripley,MS,38663,305 East Jefferson,fdic,bank,,593249
The Peoples Bank,Iva,SC,29655,801 East Front Street,fdic,bank,,285928
The Peoples Bank,Gambier,OH,43022,103 East Wiggin Street,fdic,bank,,378110
The Peoples Bank,Marion,KY,42064,116 South Main,fdic,bank,www.thepeoplesbank-ky.com,446149
The Peoples Bank,Mount Washington,KY,40047,201 North Bardstown Road,fdic,bank,,271341
The Peoples Bank,Brownstown,IN,47220,100 North Main Street,fdic,bank,http://www.banktpb.com,7045
The Peoples Bank Co.,Coldwater,OH,45828,112-14 West Main Street,fdic,bank,,702911
The Peoples Bank of Georgia,Talbotton,GA,31827,26 West Monroe Street,fdic,bank,,272030
The Peoples Bank of Red Level,Red Level,AL,36474,29607 Main Street,fdic,bank,,470434
"The Peoples Bank, Biloxi, Mississippi",Biloxi,MS,39533,Lameuse And Howard Avenues,fdic,bank,,870539
The Peoples Community Bank,Mazomanie,WI,53560,222 West Commercial Street,fdic,bank,,420644
The Peoples National Bank of Checotah,Checotah,OK,74426,Broadway And Gentry,fdic,bank,,942454
The Peoples National Bank of Mount Pleasant,Mount Pleasant,OH,43939,298 Union Street,fdic,bank,,484927
The Peoples Savings and Loan Company,West Liberty,OH,43357,110 North Detroit Street,fdic,bank,,943273
The Peoples Savings Bank,Urbana,OH,43078,10 Monument Square,fdic,bank,,819172
The Peoples Savings Bank,New Matamoras,OH,45767,710 Second Street,fdic,bank,,287922
The Peoples State Bank,Cherryvale,KS,67335,200 West Main Street,fdic,bank,,741358
The Peoples State Bank,Ellettsville,IN,47429,601 East Temperance Street,fdic,bank,,454546
"The Peoples State Bank of Newton, Illinois",Newton,IL,62448,104 West Washington Street,fdic,bank,,326344
The Perryton National Bank,Perryton,TX,79070,825 South Main Street,fdic,bank,,8462
The Peshtigo National Bank,Peshtigo,WI,54157,250 French Street,fdic,bank,,257345
The Philadelphia Trust Company,Philadelphia,PA,19103,"1760 Market St., 2nd Fl.",fdic,bank,http://philadelphiatrust.com,2.796277e+06
The Piedmont Bank,Norcross,GA,30092,5100 Peachtree Parkway,fdic,bank,,3.489035e+06
The Pineries Bank,Stevens Point,WI,54481,3601 Main Street,fdic,bank,,674344
The Pioneer Savings Bank,Cleveland,OH,44102,6701 Detroit Avenue,fdic,bank,,643274
The Piqua State Bank,Piqua,KS,66761,1356 Xylan Road,fdic,bank,,300456
