Zip Code Tabulation Area,CBSA,CBSA Name,Qualify,
29053,17900,"Columbia, SC",Yes,
29055,16740,"Charlotte-Concord-Gastonia, NC-SC",Yes,
29055,17900,"Columbia, SC",Yes,
29056,,,Yes,
29058,16740,"Charlotte-Concord-Gastonia, NC-SC","Yes, if fall within one of the CBSA counties",
29058,17900,"Columbia, SC","Yes, if fall within one of the CBSA counties",
29059,16700,"Charleston-North Charleston, SC",Yes,
29061,17900,"Columbia, SC",Yes,
29065,17900,"Columbia, SC",Yes,
29067,16740,"Charlotte-Concord-Gastonia, NC-SC","Yes, if fall within one of the CBSA counties",
29067,17900,"Columbia, SC","Yes, if fall within one of the CBSA counties",
29069,22500,"Florence, SC",Yes,
29074,17900,"Columbia, SC",Yes,
29080,44940,"Sumter, SC",Yes,
29082,,,Yes,
29101,22500,"Florence, SC",Yes,
29102,44940,"Sumter, SC","Yes, if fall within one of the CBSA counties",
29104,44940,"Sumter, SC",Yes,
29105,12260,"Augusta-Richmond County, GA-SC",Yes,
29105,17900,"Columbia, SC",Yes,
29107,,,Yes,
29108,,,Yes,
29112,17900,"Columbia, SC",Yes,
29114,22500,"Florence, SC",Yes,
29114,44940,"Sumter, SC",Yes,
29115,,,Yes,
29117,,,Yes,
29123,17900,"Columbia, SC",Yes,
29125,44940,"Sumter, SC",Yes,
29128,17900,"Columbia, SC",Yes,
29128,44940,"Sumter, SC",Yes,
29129,12260,"Augusta-Richmond County, GA-SC",Yes,
29129,17900,"Columbia, SC",Yes,
29130,17900,"Columbia, SC",Yes,
29133,,,Yes,
29137,12260,"Augusta-Richmond County, GA-SC",Yes,
29138,12260,"Augusta-Richmond County, GA-SC",Yes,
29138,17900,"Columbia, SC",Yes,
29142,,,Yes,
29145,,,Yes,
29146,12260,"Augusta-Richmond County, GA-SC",Yes,
29148,,,Yes,
29150,44940,"Sumter, SC",Yes,
29152,44940,"Sumter, SC",Yes,
29153,44940,"Sumter, SC","Yes, if fall within one of the CBSA counties",
29160,17900,"Columbia, SC","Yes, if fall within one of the CBSA counties",
29161,22500,"Florence, SC",Yes,
29162,22500,"Florence, SC","Yes, if fall within one of the CBSA counties",
29162,44940,"Sumter, SC","Yes, if fall within one of the CBSA counties",
29163,,,Yes,
29164,12260,"Augusta-Richmond County, GA-SC",Yes,
29166,17900,"Columbia, SC",Yes,
29168,44940,"Sumter, SC",Yes,
29169,17900,"Columbia, SC",Yes,
29172,17900,"Columbia, SC",Yes,
29175,17900,"Columbia, SC",Yes,
29178,24860,"Greenville-Anderson-Mauldin, SC",Yes,
29178,43900,"Spartanburg, SC",Yes,
29180,17900,"Columbia, SC",Yes,
29201,17900,"Columbia, SC",Yes,
29203,17900,"Columbia, SC",Yes,
29204,17900,"Columbia, SC",Yes,
29205,17900,"Columbia, SC",Yes,
29210,17900,"Columbia, SC",Yes,
29301,43900,"Spartanburg, SC",Yes,
29303,43900,"Spartanburg, SC",Yes,
29306,43900,"Spartanburg, SC",Yes,
29320,43900,"Spartanburg, SC",Yes,
29321,43900,"Spartanburg, SC",Yes,
29323,43900,"Spartanburg, SC","Yes, if fall within one of the CBSA counties",
29325,24860,"Greenville-Anderson-Mauldin, SC",Yes,
29330,43900,"Spartanburg, SC","Yes, if fall within one of the CBSA counties",
29331,43900,"Spartanburg, SC",Yes,
29332,24860,"Greenville-Anderson-Mauldin, SC",Yes,
29335,24860,"Greenville-Anderson-Mauldin, SC",Yes,
29335,43900,"Spartanburg, SC",Yes,
29346,43900,"Spartanburg, SC",Yes,
29351,24860,"Greenville-Anderson-Mauldin, SC",Yes,
29353,43900,"Spartanburg, SC",Yes,
29360,24860,"Greenville-Anderson-Mauldin, SC",Yes,
29370,24860,"Greenville-Anderson-Mauldin, SC",Yes,
29372,43900,"Spartanburg, SC","Yes, if fall within one of the CBSA counties",
29374,43900,"Spartanburg, SC",Yes,
29375,43900,"Spartanburg, SC",Yes,
29377,43900,"Spartanburg, SC",Yes,
29379,43900,"Spartanburg, SC",Yes,
29384,24860,"Greenville-Anderson-Mauldin, SC",Yes,
29385,43900,"Spartanburg, SC",Yes,
29388,24860,"Greenville-Anderson-Mauldin, SC","Yes, if fall within one of the CBSA counties",
29388,43900,"Spartanburg, SC","Yes, if fall within one of the CBSA counties",
29401,16700,"Charleston-North Charleston, SC",Yes,
29403,16700,"Charleston-North Charleston, SC",Yes,
29404,16700,"Charleston-North Charleston, SC",Yes,
29405,16700,"Charleston-North Charleston, SC",Yes,
29406,16700,"Charleston-North Charleston, SC",Yes,
29418,16700,"Charleston-North Charleston, SC",Yes,
29423,16700,"Charleston-North Charleston, SC",Yes,
29424,16700,"Charleston-North Charleston, SC",Yes,
29426,16700,"Charleston-North Charleston, SC",Yes,
29431,16700,"Charleston-North Charleston, SC",Yes,
29432,16700,"Charleston-North Charleston, SC","Yes, if fall within one of the CBSA counties",
29434,16700,"Charleston-North Charleston, SC",Yes,
29436,16700,"Charleston-North Charleston, SC",Yes,
29437,16700,"Charleston-North Charleston, SC",Yes,
29448,16700,"Charleston-North Charleston, SC",Yes,
29450,16700,"Charleston-North Charleston, SC",Yes,
29453,16700,"Charleston-North Charleston, SC",Yes,
29458,16700,"Charleston-North Charleston, SC",Yes,
29468,16700,"Charleston-North Charleston, SC",Yes,
29471,16700,"Charleston-North Charleston, SC","Yes, if fall within one of the CBSA counties",
29472,16700,"Charleston-North Charleston, SC","Yes, if fall within one of the CBSA counties",
29474,,,Yes,
29475,,,Yes,
29477,16700,"Charleston-North Charleston, SC","Yes, if fall within one of the CBSA counties",
29479,16700,"Charleston-North Charleston, SC",Yes,
29481,,,Yes,
29488,,,Yes,
29506,22500,"Florence, SC",Yes,
29511,34820,"Myrtle Beach-Conway-North Myrtle Beach, SC-NC",Yes,
29512,,,Yes,
29516,,,Yes,
29518,,,Yes,
29520,,,Yes,
29525,,,Yes,
29526,34820,"Myrtle Beach-Conway-North Myrtle Beach, SC-NC",Yes,
29527,34820,"Myrtle Beach-Conway-North Myrtle Beach, SC-NC",Yes,
29530,22500,"Florence, SC",Yes,
29532,22500,"Florence, SC",Yes,
29536,,,Yes,
29540,22500,"Florence, SC",Yes,
29541,22500,"Florence, SC",Yes,
29544,34820,"Myrtle Beach-Conway-North Myrtle Beach, SC-NC",Yes,
29545,34820,"Myrtle Beach-Conway-North Myrtle Beach, SC-NC",Yes,
29546,,,Yes,
29547,,,Yes,
29550,22500,"Florence, SC","Yes, if fall within one of the CBSA counties",
29554,22500,"Florence, SC",Yes,
29555,22500,"Florence, SC",Yes,
29556,,,Yes,
29560,22500,"Florence, SC",Yes,
29563,,,Yes,
29564,,,Yes,
29565,,,Yes,
29566,34820,"Myrtle Beach-Conway-North Myrtle Beach, SC-NC",Yes,
29567,,,Yes,
29568,34820,"Myrtle Beach-Conway-North Myrtle Beach, SC-NC",Yes,
29569,34820,"Myrtle Beach-Conway-North Myrtle Beach, SC-NC",Yes,
29570,,,Yes,
29571,,,Yes,
29574,,,Yes,
29575,34820,"Myrtle Beach-Conway-North Myrtle Beach, SC-NC",Yes,
29577,34820,"Myrtle Beach-Conway-North Myrtle Beach, SC-NC",Yes,
29581,34820,"Myrtle Beach-Conway-North Myrtle Beach, SC-NC","Yes, if fall within one of the CBSA counties",
29583,22500,"Florence, SC",Yes,
29584,,,Yes,
29588,34820,"Myrtle Beach-Conway-North Myrtle Beach, SC-NC",Yes,
29590,,,Yes,
29591,22500,"Florence, SC",Yes,
29592,,,Yes,
29593,22500,"Florence, SC",Yes,
29594,,,Yes,
29605,24860,"Greenville-Anderson-Mauldin, SC",Yes,
29609,24860,"Greenville-Anderson-Mauldin, SC",Yes,
29611,24860,"Greenville-Anderson-Mauldin, SC",Yes,
29614,24860,"Greenville-Anderson-Mauldin, SC",Yes,
29617,24860,"Greenville-Anderson-Mauldin, SC",Yes,
29624,24860,"Greenville-Anderson-Mauldin, SC",Yes,
29625,24860,"Greenville-Anderson-Mauldin, SC",Yes,
29626,24860,"Greenville-Anderson-Mauldin, SC",Yes,
29627,24860,"Greenville-Anderson-Mauldin, SC","Yes, if fall within one of the CBSA counties",
29628,,,Yes,
29630,24860,"Greenville-Anderson-Mauldin, SC",Yes,
29631,24860,"Greenville-Anderson-Mauldin, SC",Yes,
29639,,,Yes,
29640,24860,"Greenville-Anderson-Mauldin, SC",Yes,
29643,24860,"Greenville-Anderson-Mauldin, SC","Yes, if fall within one of the CBSA counties",
29645,24860,"Greenville-Anderson-Mauldin, SC",Yes,
29646,,,Yes,
29654,24860,"Greenville-Anderson-Mauldin, SC","Yes, if fall within one of the CBSA counties",
29655,24860,"Greenville-Anderson-Mauldin, SC","Yes, if fall within one of the CBSA counties",
29657,24860,"Greenville-Anderson-Mauldin, SC",Yes,
29658,,,Yes,
29661,24860,"Greenville-Anderson-Mauldin, SC",Yes,
29664,,,Yes,
29665,,,Yes,
29666,17900,"Columbia, SC","Yes, if fall within one of the CBSA counties",
29667,24860,"Greenville-Anderson-Mauldin, SC",Yes,
29669,24860,"Greenville-Anderson-Mauldin, SC",Yes,
29671,24860,"Greenville-Anderson-Mauldin, SC",Yes,
29673,24860,"Greenville-Anderson-Mauldin, SC",Yes,
29682,24860,"Greenville-Anderson-Mauldin, SC",Yes,
29684,24860,"Greenville-Anderson-Mauldin, SC",Yes,
29690,24860,"Greenville-Anderson-Mauldin, SC",Yes,
29691,,,Yes,
29692,24860,"Greenville-Anderson-Mauldin, SC","Yes, if fall within one of the CBSA counties",
29697,24860,"Greenville-Anderson-Mauldin, SC",Yes,
29702,16740,"Charlotte-Concord-Gastonia, NC-SC","Yes, if fall within one of the CBSA counties",
29706,16740,"Charlotte-Concord-Gastonia, NC-SC",Yes,
29714,16740,"Charlotte-Concord-Gastonia, NC-SC",Yes,
29717,16740,"Charlotte-Concord-Gastonia, NC-SC",Yes,
29718,16740,"Charlotte-Concord-Gastonia, NC-SC","Yes, if fall within one of the CBSA counties",
29718,17900,"Columbia, SC","Yes, if fall within one of the CBSA counties",
29720,16740,"Charlotte-Concord-Gastonia, NC-SC",Yes,
29726,16740,"Charlotte-Concord-Gastonia, NC-SC",Yes,
29727,,,Yes,
29728,,,Yes,
29730,16740,"Charlotte-Concord-Gastonia, NC-SC",Yes,
29741,,,Yes,
29743,16740,"Charlotte-Concord-Gastonia, NC-SC",Yes,
29745,16740,"Charlotte-Concord-Gastonia, NC-SC",Yes,
29801,12260,"Augusta-Richmond County, GA-SC",Yes,
29809,12260,"Augusta-Richmond County, GA-SC",Yes,
29810,,,Yes,
29817,,,Yes,
29824,12260,"Augusta-Richmond County, GA-SC","Yes, if fall within one of the CBSA counties",
29824,17900,"Columbia, SC","Yes, if fall within one of the CBSA counties",
29826,,,Yes,
29827,,,Yes,
29828,12260,"Augusta-Richmond County, GA-SC",Yes,
29829,12260,"Augusta-Richmond County, GA-SC",Yes,
29831,12260,"Augusta-Richmond County, GA-SC",Yes,
29832,12260,"Augusta-Richmond County, GA-SC",Yes,
29832,17900,"Columbia, SC",Yes,
29835,12260,"Augusta-Richmond County, GA-SC",Yes,
29838,12260,"Augusta-Richmond County, GA-SC","Yes, if fall within one of the CBSA counties",
29840,,,Yes,
29841,12260,"Augusta-Richmond County, GA-SC",Yes,
29842,12260,"Augusta-Richmond County, GA-SC",Yes,
29845,12260,"Augusta-Richmond County, GA-SC","Yes, if fall within one of the CBSA counties",
29847,12260,"Augusta-Richmond County, GA-SC",Yes,
29849,,,Yes,
29851,12260,"Augusta-Richmond County, GA-SC",Yes,
29853,12260,"Augusta-Richmond County, GA-SC",Yes,
29856,12260,"Augusta-Richmond County, GA-SC",Yes,
29899,,,Yes,
29904,25940,"Hilton Head Island-Bluffton-Beaufort, SC",Yes,
29906,25940,"Hilton Head Island-Bluffton-Beaufort, SC",Yes,
29909,25940,"Hilton Head Island-Bluffton-Beaufort, SC",Yes,
29916,25940,"Hilton Head Island-Bluffton-Beaufort, SC","Yes, if fall within one of the CBSA counties",
29918,,,Yes,
29920,25940,"Hilton Head Island-Bluffton-Beaufort, SC",Yes,
29921,,,Yes,
29922,25940,"Hilton Head Island-Bluffton-Beaufort, SC",Yes,
29923,,,Yes,
29924,,,Yes,
29927,25940,"Hilton Head Island-Bluffton-Beaufort, SC",Yes,
29934,25940,"Hilton Head Island-Bluffton-Beaufort, SC",Yes,
29936,25940,"Hilton Head Island-Bluffton-Beaufort, SC",Yes,
29939,,,Yes,
29940,25940,"Hilton Head Island-Bluffton-Beaufort, SC",Yes,
29941,25940,"Hilton Head Island-Bluffton-Beaufort, SC",Yes,
29944,25940,"Hilton Head Island-Bluffton-Beaufort, SC","Yes, if fall within one of the CBSA counties",
29945,25940,"Hilton Head Island-Bluffton-Beaufort, SC",Yes,
30008,12060,"Atlanta-Sandy Springs-Roswell, GA",Yes,
30012,12060,"Atlanta-Sandy Springs-Roswell, GA",Yes,
30014,12060,"Atlanta-Sandy Springs-Roswell, GA",Yes,
30021,12060,"Atlanta-Sandy Springs-Roswell, GA",Yes,
30032,12060,"Atlanta-Sandy Springs-Roswell, GA",Yes,
30034,12060,"Atlanta-Sandy Springs-Roswell, GA",Yes,
30035,12060,"Atlanta-Sandy Springs-Roswell, GA",Yes,
30038,12060,"Atlanta-Sandy Springs-Roswell, GA",Yes,
30046,12060,"Atlanta-Sandy Springs-Roswell, GA",Yes,
30058,12060,"Atlanta-Sandy Springs-Roswell, GA",Yes,
30060,12060,"Atlanta-Sandy Springs-Roswell, GA",Yes,
30070,12060,"Atlanta-Sandy Springs-Roswell, GA",Yes,
30071,12060,"Atlanta-Sandy Springs-Roswell, GA",Yes,
30072,12060,"Atlanta-Sandy Springs-Roswell, GA",Yes,
30079,12060,"Atlanta-Sandy Springs-Roswell, GA",Yes,
30083,12060,"Atlanta-Sandy Springs-Roswell, GA",Yes,
30088,12060,"Atlanta-Sandy Springs-Roswell, GA",Yes,
30093,12060,"Atlanta-Sandy Springs-Roswell, GA",Yes,
30096,12060,"Atlanta-Sandy Springs-Roswell, GA",Yes,
30103,12060,"Atlanta-Sandy Springs-Roswell, GA","Yes, if fall within one of the CBSA counties",
30103,40660,"Rome, GA","Yes, if fall within one of the CBSA counties",
30106,12060,"Atlanta-Sandy Springs-Roswell, GA",Yes,
30108,12060,"Atlanta-Sandy Springs-Roswell, GA",Yes,
30113,12060,"Atlanta-Sandy Springs-Roswell, GA","Yes, if fall within one of the CBSA counties",
30117,12060,"Atlanta-Sandy Springs-Roswell, GA",Yes,
30122,12060,"Atlanta-Sandy Springs-Roswell, GA",Yes,
30124,40660,"Rome, GA","Yes, if fall within one of the CBSA counties",
30125,40660,"Rome, GA","Yes, if fall within one of the CBSA counties",
30134,12060,"Atlanta-Sandy Springs-Roswell, GA",Yes,
30137,12060,"Atlanta-Sandy Springs-Roswell, GA",Yes,
30139,12060,"Atlanta-Sandy Springs-Roswell, GA","Yes, if fall within one of the CBSA counties",
30147,40660,"Rome, GA","Yes, if fall within one of the CBSA counties",
30148,12060,"Atlanta-Sandy Springs-Roswell, GA",Yes,
30153,12060,"Atlanta-Sandy Springs-Roswell, GA",Yes,
30161,12060,"Atlanta-Sandy Springs-Roswell, GA","Yes, if fall within one of the CBSA counties",
30161,40660,"Rome, GA","Yes, if fall within one of the CBSA counties",
30168,12060,"Atlanta-Sandy Springs-Roswell, GA",Yes,
30170,12060,"Atlanta-Sandy Springs-Roswell, GA",Yes,
30171,12060,"Atlanta-Sandy Springs-Roswell, GA","Yes, if fall within one of the CBSA counties",
30173,40660,"Rome, GA","Yes, if fall within one of the CBSA counties",
30175,12060,"Atlanta-Sandy Springs-Roswell, GA","Yes, if fall within one of the CBSA counties",
30176,12060,"Atlanta-Sandy Springs-Roswell, GA",Yes,
30178,12060,"Atlanta-Sandy Springs-Roswell, GA",Yes,
30179,12060,"Atlanta-Sandy Springs-Roswell, GA",Yes,
30182,12060,"Atlanta-Sandy Springs-Roswell, GA",Yes,
30183,12060,"Atlanta-Sandy Springs-Roswell, GA",Yes,
30204,12060,"Atlanta-Sandy Springs-Roswell, GA","Yes, if fall within one of the CBSA counties",
30204,31420,"Macon-Bibb County, GA","Yes, if fall within one of the CBSA counties",
30216,12060,"Atlanta-Sandy Springs-Roswell, GA",Yes,
30217,12060,"Atlanta-Sandy Springs-Roswell, GA","Yes, if fall within one of the CBSA counties",
30218,12060,"Atlanta-Sandy Springs-Roswell, GA",Yes,
30220,12060,"Atlanta-Sandy Springs-Roswell, GA",Yes,
30222,12060,"Atlanta-Sandy Springs-Roswell, GA",Yes,
30223,12060,"Atlanta-Sandy Springs-Roswell, GA",Yes,
30224,12060,"Atlanta-Sandy Springs-Roswell, GA",Yes,
30230,12060,"Atlanta-Sandy Springs-Roswell, GA","Yes, if fall within one of the CBSA counties",
30233,12060,"Atlanta-Sandy Springs-Roswell, GA","Yes, if fall within one of the CBSA counties",
30233,31420,"Macon-Bibb County, GA","Yes, if fall within one of the CBSA counties",
30234,12060,"Atlanta-Sandy Springs-Roswell, GA",Yes,
30236,12060,"Atlanta-Sandy Springs-Roswell, GA",Yes,
30238,12060,"Atlanta-Sandy Springs-Roswell, GA",Yes,
30241,12060,"Atlanta-Sandy Springs-Roswell, GA","Yes, if fall within one of the CBSA counties",
30250,12060,"Atlanta-Sandy Springs-Roswell, GA",Yes,
30251,12060,"Atlanta-Sandy Springs-Roswell, GA",Yes,
30256,12060,"Atlanta-Sandy Springs-Roswell, GA","Yes, if fall within one of the CBSA counties",
30257,12060,"Atlanta-Sandy Springs-Roswell, GA",Yes,
30258,12060,"Atlanta-Sandy Springs-Roswell, GA","Yes, if fall within one of the CBSA counties",
30260,12060,"Atlanta-Sandy Springs-Roswell, GA",Yes,
30268,12060,"Atlanta-Sandy Springs-Roswell, GA",Yes,
30274,12060,"Atlanta-Sandy Springs-Roswell, GA",Yes,
30285,12060,"Atlanta-Sandy Springs-Roswell, GA",Yes,
30291,12060,"Atlanta-Sandy Springs-Roswell, GA",Yes,
30293,12060,"Atlanta-Sandy Springs-Roswell, GA",Yes,
30296,12060,"Atlanta-Sandy Springs-Roswell, GA",Yes,
30297,12060,"Atlanta-Sandy Springs-Roswell, GA",Yes,
30303,12060,"Atlanta-Sandy Springs-Roswell, GA",Yes,
30310,12060,"Atlanta-Sandy Springs-Roswell, GA",Yes,
30311,12060,"Atlanta-Sandy Springs-Roswell, GA",Yes,
30313,12060,"Atlanta-Sandy Springs-Roswell, GA",Yes,
30314,12060,"Atlanta-Sandy Springs-Roswell, GA",Yes,
30315,12060,"Atlanta-Sandy Springs-Roswell, GA",Yes,
30329,12060,"Atlanta-Sandy Springs-Roswell, GA",Yes,
30331,12060,"Atlanta-Sandy Springs-Roswell, GA",Yes,
30332,12060,"Atlanta-Sandy Springs-Roswell, GA",Yes,
30336,12060,"Atlanta-Sandy Springs-Roswell, GA",Yes,
30337,12060,"Atlanta-Sandy Springs-Roswell, GA",Yes,
30340,12060,"Atlanta-Sandy Springs-Roswell, GA",Yes,
30344,12060,"Atlanta-Sandy Springs-Roswell, GA",Yes,
30349,12060,"Atlanta-Sandy Springs-Roswell, GA",Yes,
30354,12060,"Atlanta-Sandy Springs-Roswell, GA",Yes,
30401,,,Yes,
30412,,,Yes,
30426,12260,"Augusta-Richmond County, GA-SC",Yes,
30427,25980,"Hinesville, GA","Yes, if fall within one of the CBSA counties",
30428,,,Yes,
30434,12260,"Augusta-Richmond County, GA-SC",Yes,
30436,,,Yes,
30439,,,Yes,
30441,12260,"Augusta-Richmond County, GA-SC",Yes,
30442,12260,"Augusta-Richmond County, GA-SC",Yes,
30445,,,Yes,
30446,42340,"Savannah, GA","Yes, if fall within one of the CBSA counties",
30449,,,Yes,
30450,,,Yes,
30453,,,Yes,
30454,,,Yes,
30455,,,Yes,
30456,12260,"Augusta-Richmond County, GA-SC",Yes,
30458,,,Yes,
30460,,,Yes,
30464,,,Yes,
30471,,,Yes,
30477,,,Yes,
30501,23580,"Gainesville, GA",Yes,
30504,23580,"Gainesville, GA",Yes,
30507,23580,"Gainesville, GA",Yes,
30510,23580,"Gainesville, GA",Yes,
30516,,,Yes,
30520,,,Yes,
30528,23580,"Gainesville, GA","Yes, if fall within one of the CBSA counties",
30530,12020,"Athens-Clarke County, GA","Yes, if fall within one of the CBSA counties",
30531,23580,"Gainesville, GA","Yes, if fall within one of the CBSA counties",
30533,12060,"Atlanta-Sandy Springs-Roswell, GA",Yes,
30533,23580,"Gainesville, GA",Yes,
30536,12060,"Atlanta-Sandy Springs-Roswell, GA","Yes, if fall within one of the CBSA counties",
30537,,,Yes,
30540,12060,"Atlanta-Sandy Springs-Roswell, GA","Yes, if fall within one of the CBSA counties",
30540,19140,"Dalton, GA","Yes, if fall within one of the CBSA counties",
30543,23580,"Gainesville, GA","Yes, if fall within one of the CBSA counties",
30545,,,Yes,
30546,,,Yes,
30554,23580,"Gainesville, GA","Yes, if fall within one of the CBSA counties",
30562,,,Yes,
30566,23580,"Gainesville, GA",Yes,
30575,23580,"Gainesville, GA","Yes, if fall within one of the CBSA counties",
30582,,,Yes,
30601,12020,"Athens-Clarke County, GA",Yes,
30605,12020,"Athens-Clarke County, GA",Yes,
30606,12020,"Athens-Clarke County, GA",Yes,
30607,12020,"Athens-Clarke County, GA","Yes, if fall within one of the CBSA counties",
30609,12020,"Athens-Clarke County, GA",Yes,
30619,12020,"Athens-Clarke County, GA",Yes,
30624,12020,"Athens-Clarke County, GA",Yes,
30625,12060,"Atlanta-Sandy Springs-Roswell, GA","Yes, if fall within one of the CBSA counties",
30627,12020,"Athens-Clarke County, GA",Yes,
30629,12020,"Athens-Clarke County, GA",Yes,
30630,12020,"Athens-Clarke County, GA",Yes,
30631,,,Yes,
30633,12020,"Athens-Clarke County, GA","Yes, if fall within one of the CBSA counties",
30635,,,Yes,
30646,12020,"Athens-Clarke County, GA","Yes, if fall within one of the CBSA counties",
30648,12020,"Athens-Clarke County, GA",Yes,
30655,12060,"Atlanta-Sandy Springs-Roswell, GA",Yes,
30660,12020,"Athens-Clarke County, GA",Yes,
30662,12020,"Athens-Clarke County, GA",Yes,
30663,12060,"Atlanta-Sandy Springs-Roswell, GA",Yes,
30665,,,Yes,
30668,12260,"Augusta-Richmond County, GA-SC","Yes, if fall within one of the CBSA counties",
30669,12020,"Athens-Clarke County, GA",Yes,
30680,12020,"Athens-Clarke County, GA","Yes, if fall within one of the CBSA counties",
30680,12060,"Atlanta-Sandy Springs-Roswell, GA","Yes, if fall within one of the CBSA counties",
30701,40660,"Rome, GA","Yes, if fall within one of the CBSA counties",
30705,19140,"Dalton, GA","Yes, if fall within one of the CBSA counties",
30707,16860,"Chattanooga, TN-GA",Yes,
30708,19140,"Dalton, GA",Yes,
30711,19140,"Dalton, GA",Yes,
30720,19140,"Dalton, GA",Yes,
30721,19140,"Dalton, GA",Yes,
30728,16860,"Chattanooga, TN-GA",Yes,
30730,,,Yes,
30731,16860,"Chattanooga, TN-GA","Yes, if fall within one of the CBSA counties",
30733,40660,"Rome, GA",Yes,
30734,12060,"Atlanta-Sandy Springs-Roswell, GA","Yes, if fall within one of the CBSA counties",
30735,19140,"Dalton, GA",Yes,
30741,16860,"Chattanooga, TN-GA",Yes,
30742,16860,"Chattanooga, TN-GA",Yes,
30746,,,Yes,
30747,12060,"Atlanta-Sandy Springs-Roswell, GA","Yes, if fall within one of the CBSA counties",
30747,16860,"Chattanooga, TN-GA","Yes, if fall within one of the CBSA counties",
30747,40660,"Rome, GA","Yes, if fall within one of the CBSA counties",
30750,16860,"Chattanooga, TN-GA",Yes,
30752,16860,"Chattanooga, TN-GA",Yes,
30753,16860,"Chattanooga, TN-GA",Yes,
30755,16860,"Chattanooga, TN-GA","Yes, if fall within one of the CBSA counties",
30755,19140,"Dalton, GA","Yes, if fall within one of the CBSA counties",
30757,16860,"Chattanooga, TN-GA",Yes,
30805,12260,"Augusta-Richmond County, GA-SC",Yes,
30808,12260,"Augusta-Richmond County, GA-SC",Yes,
30814,12260,"Augusta-Richmond County, GA-SC",Yes,
30815,12260,"Augusta-Richmond County, GA-SC",Yes,
30817,12260,"Augusta-Richmond County, GA-SC","Yes, if fall within one of the CBSA counties",
30821,,,Yes,
30822,,,Yes,
30823,,,Yes,
30824,12260,"Augusta-Richmond County, GA-SC","Yes, if fall within one of the CBSA counties",
30828,12260,"Augusta-Richmond County, GA-SC",Yes,
30830,12260,"Augusta-Richmond County, GA-SC",Yes,
30833,,,Yes,
30901,12260,"Augusta-Richmond County, GA-SC",Yes,
30904,12260,"Augusta-Richmond County, GA-SC",Yes,
30905,12260,"Augusta-Richmond County, GA-SC",Yes,
30906,12260,"Augusta-Richmond County, GA-SC",Yes,
31001,,,Yes,
31002,,,Yes,
31003,,,Yes,
31006,,,Yes,
31007,,,Yes,
31009,,,Yes,
31014,31420,"Macon-Bibb County, GA","Yes, if fall within one of the CBSA counties",
31014,47580,"Warner Robins, GA","Yes, if fall within one of the CBSA counties",
31015,,,Yes,
31016,12060,"Atlanta-Sandy Springs-Roswell, GA",Yes,
31016,31420,"Macon-Bibb County, GA",Yes,
31017,31420,"Macon-Bibb County, GA","Yes, if fall within one of the CBSA counties",
31018,,,Yes,
31019,,,Yes,
31020,31420,"Macon-Bibb County, GA",Yes,
31023,47580,"Warner Robins, GA","Yes, if fall within one of the CBSA counties",
31024,12060,"Atlanta-Sandy Springs-Roswell, GA","Yes, if fall within one of the CBSA counties",
31027,,,Yes,
31030,31420,"Macon-Bibb County, GA",Yes,
31030,47580,"Warner Robins, GA",Yes,
31031,31420,"Macon-Bibb County, GA","Yes, if fall within one of the CBSA counties",
31035,,,Yes,
31036,47580,"Warner Robins, GA","Yes, if fall within one of the CBSA counties",
31037,,,Yes,
31041,,,Yes,
31044,31420,"Macon-Bibb County, GA","Yes, if fall within one of the CBSA counties",
31050,31420,"Macon-Bibb County, GA",Yes,
31051,,,Yes,
31054,,,Yes,
31055,,,Yes,
31057,,,Yes,
31058,17980,"Columbus, GA-AL",Yes,
31061,31420,"Macon-Bibb County, GA","Yes, if fall within one of the CBSA counties",
31063,,,Yes,
31064,12060,"Atlanta-Sandy Springs-Roswell, GA",Yes,
31065,,,Yes,
31067,,,Yes,
31068,,,Yes,
31070,,,Yes,
31071,47580,"Warner Robins, GA",Yes,
31076,47580,"Warner Robins, GA",Yes,
31078,31420,"Macon-Bibb County, GA",Yes,
31079,,,Yes,
31081,,,Yes,
31083,,,Yes,
31085,12060,"Atlanta-Sandy Springs-Roswell, GA",Yes,
31087,,,Yes,
31089,,,Yes,
31090,,,Yes,
31091,47580,"Warner Robins, GA",Yes,
31092,,,Yes,
31093,47580,"Warner Robins, GA",Yes,
31201,31420,"Macon-Bibb County, GA",Yes,
31204,31420,"Macon-Bibb County, GA",Yes,
31206,31420,"Macon-Bibb County, GA",Yes,
31207,31420,"Macon-Bibb County, GA",Yes,
31211,31420,"Macon-Bibb County, GA",Yes,
31217,31420,"Macon-Bibb County, GA",Yes,
31301,25980,"Hinesville, GA",Yes,
31305,15260,"Brunswick, GA",Yes,
31308,42340,"Savannah, GA","Yes, if fall within one of the CBSA counties",
31309,25980,"Hinesville, GA",Yes,
31313,25980,"Hinesville, GA",Yes,
31314,25980,"Hinesville, GA",Yes,
31315,25980,"Hinesville, GA",Yes,
31320,25980,"Hinesville, GA",Yes,
31321,42340,"Savannah, GA","Yes, if fall within one of the CBSA counties",
31323,15260,"Brunswick, GA",Yes,
31323,25980,"Hinesville, GA",Yes,
31329,42340,"Savannah, GA",Yes,
31401,42340,"Savannah, GA",Yes,
31404,42340,"Savannah, GA",Yes,
31405,42340,"Savannah, GA",Yes,
31408,42340,"Savannah, GA",Yes,
31409,42340,"Savannah, GA",Yes,
31415,42340,"Savannah, GA",Yes,
31501,,,Yes,
